text,category
that is good.,general_affirm
send an email to fred from work he is in my contacts,email_sendemail
where is the nearest smoke shop,recommendation_locations
what is that once again.,general_repeat
knock knock,general_joke
get yourself muted,audio_volume_mute
please ring the wake up alarm at eight am next saturday,alarm_set
ticket for delhi,transport_ticket
how can a cook risotto,cooking_recipe
what kind of music do you think i like,music_query
what's going on tonight in sacramento,recommendation_events
i don't think thats right.,general_negate
what are today's headlines,news_query
how much is one serving of broccoli,cooking_recipe
replace color from light to dark,iot_hue_lightchange
hey olly mute the speakers,audio_volume_mute
"it's fantastic, thanks.",general_praise
resume lord of the rings,play_audiobook
please decrease the volume of music player,audio_volume_down
show me my lists,lists_query
inform me about the most popular rom com movie playing now in theatres across new york,recommendation_movies
is the road in some particular area wide or narrow,transport_traffic
please open my contact list,email_querycontact
are there new emails for me,email_query
save to contacts,email_addcontact
brief me about my news feed stories,social_query
yes you got command exactly.,general_affirm
make a new list for me,lists_createoradd
help me to mute my speaker,audio_volume_mute
"appreciate your helping, olly.",general_praise
please mute my speaker,audio_volume_mute
turn on my plug,iot_wemo_on
time difference between uk and us,datetime_convert
take off the doctor's appointment on march twentieth,calendar_remove
put on the screen the lists i have available,lists_query
want to have vibrant colours,iot_hue_lightchange
is india win today cricket match,news_query
would you check my last question please.,general_confirm
do i need my tire pressure checked,general_quirky
post a complaint via twitter to cvs pharmacy,social_post
one more time again.,general_repeat
pause the audiobook,play_audiobook
what music is playing,music_query
i would like a joke,general_joke
can you reserve a ticket to grand rapids by train,transport_query
what's the stock price of this,qa_stock
google please be extra quiet the baby is sleeping,audio_volume_mute
please alert me when john emails me,email_query
shall i change my car tyres to snow tyres soon,weather_query
movies with good rotten tomato ratings,recommendation_movies
stop the audio,audio_volume_mute
turn on flappy bird,play_game
play the previous podcast,play_podcasts
send an email to juanpedro@gmail dot com,email_sendemail
please olly put on multi colored lightning in my apartment set for festival diwali,iot_hue_lightup
current forex rates,qa_currency
go back,play_podcasts
what size is a sperm whale,qa_factoid
you've done that correctly thank you very much.,general_praise
turn on all upstairs lights,iot_hue_lighton
"that is cool, musch appreciated.",general_praise
remove my early alarms,alarm_remove
turn office lights off,iot_hue_lightoff
who was the last person to email me,email_query
id like to get on the next train that will be departing indianapolis headed to chicago,transport_ticket
would you like to play never have i ever,play_game
turn program on xmtune,play_radio
play the last song from my most recent playlist,play_music
show me where i can find a hamburger,recommendation_events
tweet complaint to american eagle customer service,social_post
what is three hundred and four plus one,qa_maths
you've done that correctly thanks.,general_praise
what are trending topics on twitter right now,social_query
i want you check the last thing i said please.,general_confirm
is there a connecting train from london to paris and what time,transport_query
call me for this meeting,calendar_set
give me some health tips,general_quirky
how is traffic from work to home,transport_traffic
could you speak it one more again please.,general_repeat
joke of the day,general_joke
what time is it in akron,datetime_query
lower the lights a little more,iot_hue_lightdim
that is right.,general_affirm
"uhh no, i think you've done this incorrectly.",general_negate
please send an email to john saying i'm on leave,email_sendemail
i am sorry but that is not the right answer.,general_negate
how tall is frank goggins,qa_factoid
am i going to swim or work today,weather_query
check all new emails in my inbox,email_query
given it is four thirty five pm in london what time is it in melbourne,datetime_convert
stock,qa_stock
thank you so much for the information.,general_praise
open songs by prince,play_music
please start the podcast,play_podcasts
i like the background song,music_likeness
please make coffee according to my earlier preference,iot_coffee
book a train ticket on the five hundred and two in fifteen minutes,transport_ticket
book taxi for now,transport_taxi
did you change the wallpaper,general_quirky
can you tell me my recent emails,email_query
play the next show on podcast,play_podcasts
what time is my alarm set for tomorrow morning,alarm_query
can you please turn off the lights in this room,iot_hue_lightoff
find easy recipe for almond milk,cooking_recipe
"well done, thank you so much.",general_praise
Update my contacts with the new contact sam@gmail dot com,email_addcontact
let's play a game,play_game
remove events from calendar,calendar_remove
let me know when you hear about france,news_query
local shops,recommendation_locations
give me the stock price of intel,qa_stock
order the usual from turiellos pizza,takeaway_order
do i need to wear a coat today,weather_query
any fast food meal offers,takeaway_order
"it doesn't really matter, olly.",general_dontcare
it's really loud can you please turn the music down,audio_volume_down
how many dollars can i get for one yen,qa_currency
your understanding was exact.,general_affirm
i have my clothes list,lists_query
tell me again.,general_repeat
i need you to say that last information again but much louder,audio_volume_up
"you are helpful, thanks.",general_praise
tell me about medieval war engines,qa_definition
what's the funniest joke,general_joke
check my email,email_query
please provide current time in india,datetime_query
prepare the order as soon as possible,takeaway_query
i want to know how to make a chicken in the oven,cooking_recipe
delete that item from my list,lists_remove
set a reminder on fifteenth march as meeting,calendar_set
is there anything exciting on twitter today,social_query
the twenty second is on what day of the week,datetime_query
yeap amazing response to command.,general_affirm
raise speaker volume,audio_volume_up
play audiobook of jacob,play_audiobook
light settings,iot_hue_lightchange
just stop please.,general_commandstop
what you just said was not so clear to me.,general_explain
remind me about calendar,calendar_set
turn off the lights in the living room,iot_hue_lightoff
show me thai food near me,recommendation_locations
i need an alarm,alarm_set
thats not it please do it again.,general_negate
add this email address to my contacts and send an email to,email_addcontact
no no turn it down,audio_volume_down
slow the volume speaker,audio_volume_down
i would like you to check what last said please.,general_confirm
switch lights to dim red,iot_hue_lightchange
check the status of my power usage,general_quirky
please do not speak,audio_volume_mute
open a new email to contact,email_sendemail
please clear my calendar,calendar_remove
got it exactly.,general_affirm
tweet error log to samsung,social_post
what is fourteen divided by two,qa_maths
start the laundry,iot_wemo_on
i want to cook pasta in american style show me how,cooking_recipe
hey olly play the radio,play_radio
add lunch appointment with lisa to january second at twelve thirty pm,calendar_set
how far is it from tokyo to dallas,transport_query
have i set any alarms in the morning,alarm_query
what's the name of the piece you are playing,music_query
please unmute yourself,audio_volume_mute
"oops, that's not the right response.",general_negate
play the song get happy by ella fitzgeral,play_music
i would like it if my robot could engage in deep conversation with me,general_quirky
play biography of jackie kennedy,play_audiobook
delete all events for the next five days,calendar_remove
life,general_quirky
turn on the roomba for me,iot_cleaning
give me the list of all events coming up in the next month and set notifications for all of them,calendar_set
you understood the answer right.,general_affirm
are you happy today,general_quirky
please tell me what is the definition of cylinder,qa_definition
what was the first car made,qa_factoid
does it offer pick up,takeaway_query
start my robot vacuum cleaner,iot_cleaning
can you put the vacuum on,iot_cleaning
rewind the episode of podcast,play_podcasts
turn on the plug socket one,iot_wemo_on
open my list,lists_query
send email to mom and tell her see her at disney world,email_sendemail
tweet at koc your waiting time sucks,social_post
can you tell me what twenty five percent of two thousand one hundred is,qa_maths
what does my facebook feed look like,social_query
book a first class ticket in the next train to miami,transport_ticket
yes you have done that exactly.,general_affirm
i want to make this week's shopping list,lists_createoradd
you've done the command correcly.,general_affirm
its cold outside,weather_query
tell me the name of this song,music_query
"awesome work, you did well.",general_praise
where is a walking trail near me,recommendation_locations
whats the traffic density in,transport_traffic
what is the wake up time for my alarm i have set for the flight this weekend,alarm_query
what is weather today,weather_query
lower the lighting,iot_hue_lightdim
set a reminder for two days prior of the event,calendar_set
tell me the recipe for mashed potatoes,cooking_recipe
lower the volume please,audio_volume_down
exchange rate from cad to u. s. d.,qa_currency
tell me weather forecast,weather_query
hi there tell me latest updates of times of india page in facebook,social_query
could you suggest some fun in new york,recommendation_events
tell me the exchange rate for the yen,qa_currency
i want two burgers and one coke order it fast,takeaway_order
id like to put in an order for some chinese food with hunan wok,takeaway_order
cancels lunch at the restaurant booked for march twenty five,calendar_remove
can you get me train ticket prices please,transport_query
what is level of traffic at washington,transport_traffic
show list items,lists_remove
change color,iot_hue_lightchange
find recipe chicken casserole,cooking_recipe
i love that song,music_likeness
confirm a railway reservation ticket to california,transport_ticket
set the coffee maker to on,iot_coffee
what was last sent to me in my social media feed,social_query
what time is it in another city,datetime_query
please book a taxi for me to go to the railway station,transport_taxi
can i get takeaway from arby's,takeaway_query
call domino's pizza,takeaway_order
is logan a good movie to watch,recommendation_movies
switch the lights to blue,iot_hue_lightchange
what is the best method to decide what the best thing to do isre,general_quirky
change lights,iot_hue_lightchange
set an alarm for ten o'clock tomorrow morning,alarm_set
remove tomorrow's alarm,alarm_remove
please remove this alarm,alarm_remove
delete happy dance playlist,lists_remove
what's the rate between the u. s. d. and ukraine's currency,qa_currency
start the smart plug,iot_wemo_on
order a takeaway,takeaway_order
skip to next episode,play_podcasts
what does snafu mean,qa_definition
how can i make your day a little better,general_quirky
please shut off,audio_volume_mute
how much of the earth is made up of water,qa_factoid
is swat a good movie,recommendation_movies
how about playing a game of guess the word i'm thinking of,play_game
find a non stop train to seattle,transport_ticket
any good fast food items,takeaway_order
play led zeppelin houses of the holy,play_music
this alarm needs to be permanently silenced,alarm_remove
describe a workhouse for me,qa_definition
how is the exchange rate for microsoft,qa_stock
could you please confirm if paradise does takeaway,takeaway_query
would you please elaborate more on your response to me.,general_explain
make the socket available for me,iot_wemo_on
create new list,lists_createoradd
i want to know if the olive garden provides takeaway,takeaway_query
remove eric name,lists_remove
info of rowan atkinson,qa_factoid
please remove the alarm that is set for weekdays at nine,alarm_remove
turn this room light off,iot_hue_lightoff
could you please once again elaborate to me.,general_explain
is the traffic smooth right now,transport_traffic
did you add tomorrow's meeting to my calendar,calendar_query
"that doesn't matter to me, olly.",general_dontcare
list out my meetings today,calendar_query
how many bones does a human body have,qa_factoid
define love without invoking the term love,qa_definition
set the alarm off,alarm_remove
olly could you please shut off.,general_commandstop
is adele going to go on tour,qa_factoid
i need everything deleted from calendar please,calendar_remove
i like you to confirm detail please.,general_confirm
what is a good way to make steak,cooking_recipe
bring me ticket of train to city leeds,transport_ticket
i'd like a cup of coffee please,iot_coffee
please can you check the last thing i said.,general_confirm
shut the lights off in my bedroom please,iot_hue_lightoff
what is the latest on donald trump,news_query
i want to know could an extra item be added to my grocery list,lists_createoradd
i can't see turn up the lights,iot_hue_lightup
set an alert for two pm,alarm_set
"uhh no, that isn't what i was looking for.",general_negate
where is the nearest restaurant here,recommendation_locations
please turn off the smart plug socket,iot_wemo_off
get recipe for making a hotdog,cooking_recipe
what is the best pizza near me that delivers,takeaway_order
is there any traffic downtown right now,transport_traffic
are there any recent emails from rohit,email_query
disable my okug,iot_wemo_off
set my alarm for eight am,alarm_set
are any of my new emails from amy,email_query
to do list for today please,lists_query
wake me at seven am,alarm_set
overhead lights on please,iot_hue_lighton
play it after five minutes,play_audiobook
define forensic,qa_definition
currency to currency rate,qa_currency
please play a podcast,play_podcasts
am i gonna hit traffic,transport_traffic
define alarm,qa_definition
when the meeting start,calendar_query
i was not so clear about your answers.,general_explain
wake me up on Friday at five in the morning i need to catch the train,alarm_set
what tv show is jennifer aniston on,qa_factoid
please turn up the lights in this room,iot_hue_lightup
silently adjust,audio_volume_mute
is i. b. m. up today,qa_stock
food order from grubhub,takeaway_order
what would be the exchange rate of currency in japan,qa_currency
i want to play the audiobook good grief,play_audiobook
crockpot recipe for chicken alfredo,cooking_recipe
i wouldn't really care.,general_dontcare
show me the dim colour,iot_hue_lightdim
tell me the traffic condition from here to home,transport_traffic
please start over.,general_repeat
show a new list,lists_createoradd
move buying eggs item to trash from to do list,lists_remove
can you explain string theory to me,general_quirky
can you say it one more time again please.,general_repeat
add something@gmail dot com to my contacts,email_addcontact
how would you describe a ball,qa_definition
remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway_query
what movies are showing in cinema today,recommendation_movies
what's my next scheduled alarm,alarm_query
what things can't you do,general_quirky
send an uber to me right now,transport_taxi
what degree is it outside,weather_query
get me latest updates from facebook,social_query
start the robot vacuum cleaner at one pm today,iot_cleaning
"that does not matter for me, olly.",general_dontcare
who is singing that song on now,music_query
what time does the dinner party start tonight,calendar_query
keep playing secret garden,play_audiobook
ah it is excellent.,general_praise
what is happening in the world today,news_query
status for the pizza delivery from pizza hut,takeaway_query
is traffic light,transport_traffic
please can you shut off.,general_commandstop
yeap that's right.,general_affirm
which teams are playing today in the premier league,news_query
look up stock prices for my mutual funds and account,qa_stock
i want to see the previous episode,play_podcasts
is there anything to do tonight,recommendation_events
i want to go to bank of america give me directions,transport_query
"s1, can you please again rephrase to me.",general_explain
shuffle song,music_settings
you are so smart.,general_praise
turn on the wemo,iot_wemo_on
display my list,lists_query
remind me to take out the trash,calendar_set
how much is indian rupee going against us dollar,qa_currency
get the coffee started please,iot_coffee
dim lights,iot_hue_lightdim
play cricket,play_game
please go to the next episode of the podcast,play_podcasts
what does triumph mean,qa_definition
play jack johnson playlist music,play_music
how long does it take for the train to get to orlando,transport_query
change song,music_settings
adjust the lights to a lower setting please,iot_hue_lightdim
any recent emails,email_query
my coffee is cold please make more coffee,iot_coffee
"doesn't matter with me, olly.",general_dontcare
would you play some music please,play_music
can i make back home without a traffic jam,transport_traffic
retry the instruction spoke please.,general_repeat
mario,play_game
remind me of this meeting soon,calendar_set
what is the best way to cook pasta al dente,cooking_recipe
open the contact named john,email_querycontact
describe a romantic love,qa_definition
how far is france from miami,qa_factoid
what is trending in tech today,news_query
how's microsoft's stock,qa_stock
set event on recurring,calendar_set
i wish this event to be removed from my calendar,calendar_remove
what's up with my order,takeaway_query
tell me about the cheapest flight fares to nj today,transport_ticket
will you please again elaborate.,general_explain
post a facebook status update,social_post
what time in las vegas,datetime_query
"i would not really mind, olly.",general_dontcare
is there any stopped traffic on route eighty today,transport_traffic
delete call newspaper from my vacation list,lists_remove
make it brighter in here please,iot_hue_lightup
off all type of active devices,iot_wemo_off
make me coffee in five minutes,iot_coffee
what is a banana,qa_definition
"really i don't mind, olly.",general_dontcare
change light whenever i find myself in my house,iot_hue_lightchange
is there anything new on snapchat,social_query
please will you shut off.,general_commandstop
turn off all of my alarms,alarm_remove
what is the date for next tuesday,datetime_query
unmute my sound,audio_volume_up
i want to know more about the upcoming commonwealth games,general_quirky
open hershey twitter,social_post
order two pizzas from dominoes,takeaway_order
send a text to alice,email_querycontact
turn on the robot vacuum cleaner,iot_cleaning
shuffle music,music_settings
how many alarms are listed,alarm_query
will it snow next week,weather_query
what is the exchange rate between us dollars and bitcoin,qa_currency
best ticket price air plane to chester on the twenty first,transport_ticket
write a complaint to best buy,social_post
olly will you please shut off.,general_commandstop
what did happen today,social_query
reminder about meeting from eight am to twelve pm,calendar_set
play my first favorite song on loop,play_music
did the price of walmart stock go up or down,qa_stock
get me up at eight am,alarm_set
"that's cool, thank you very much, olly.",general_praise
please tell about the alarms,alarm_query
check question.,general_confirm
set an alarm at ten tomorrow to remind me a meeting,alarm_set
how is weather on such and such day,weather_query
tell me the trains from california to new jersey after eleven pm,transport_query
whats the travel time from here to dallas by train,transport_query
please sent this email to my friend,email_sendemail
alert me at five hours,alarm_set
"nope, i think you did this all in wrong manner.",general_negate
can you tell me the contact information of jo,email_querycontact
i want a not only to direct me to an internet site but actually answer any given question,general_quirky
movies with good reviews,recommendation_movies
how is it outside today,weather_query
reduce the intensity of lights,iot_hue_lightdim
current date please,datetime_query
tell me who the thirty second president is,qa_factoid
best bar in local area,recommendation_locations
vacuum start,iot_cleaning
vacuum the carpet freshener from the carpet,iot_cleaning
do i have any alarms set for six am tomorrow,alarm_query
explain it further please.,general_explain
economic affairs,news_query
i need coffee,iot_coffee
what's the traffic on eighty today,transport_traffic
save my last playlist,music_likeness
checkout top restaurant near me and order shahi panner,takeaway_order
what else do i have on the list,lists_query
"stop, this is not right answer.",general_negate
increase the bright of the light,iot_hue_lightup
remove pencil from stationary,lists_remove
"uhh no, you have done task all in wrong manner.",general_negate
turn on the robot vacuum,iot_cleaning
book train ticket to new york,transport_ticket
what's going on around here this weekend,recommendation_events
"dammit, not right response.",general_negate
wake me up,alarm_set
erase item please from my list,lists_remove
start play spider,play_game
what is the price of apple stock today,qa_stock
what is available in your stock of lists,lists_query
i am so hungry and tired and i think i might order some food now,takeaway_order
tell me when taco bell can deliver my dinner,takeaway_query
download the latest folk songs having rating of four star or above and play all without shuffle,play_music
what's the current exchange rate for the euro against u. s. d.,qa_currency
could you please book a cab for me in uber from la to ny today,transport_taxi
ally please play pandora radio,play_radio
"nope, you are incorrect.",general_negate
add a new list,lists_createoradd
what is a work phone number of emilia,email_querycontact
change the light color to black light,iot_hue_lightchange
the weather is sunny today,general_quirky
reminders,calendar_set
destroy all events,calendar_remove
play my latest podcast,play_podcasts
remove today's meeting at evening,calendar_remove
who is the better half of obama,qa_factoid
can you raise the lights for me please,iot_hue_lightup
yeah you've understood my instructions perfectly.,general_affirm
send a tweet to tmobile for rude employees,social_post
when will my alarm go off in the morning,alarm_query
buy me a ticket to boston,transport_ticket
can you tell me the time in new york,datetime_query
this is one of the best songs for me,music_likeness
"that is unimportant, olly.",general_dontcare
set my alarm for six thirty in the morning tomorrow,alarm_set
could you tell me funny things,general_joke
more light,iot_hue_lightup
i need a reminder alarm at one,alarm_set
play the barney theme song,play_music
what is the traffic today,transport_traffic
convert eight am manila time to new york time,datetime_convert
change this time zone to washington,datetime_convert
when is jacob's birthday,email_querycontact
list of the nearby restaurant,recommendation_locations
thanks but i think you have gotten me not correct.,general_negate
what is the linear equation,qa_maths
train ticket please,transport_ticket
save this song as a favorite,music_likeness
call the closest mexican restaurant,takeaway_order
"this is unimportant to me, olly.",general_dontcare
would you tell me that once again.,general_repeat
can you confirm what said please.,general_confirm
buy train tickets from delhi to mumbai for twenty third march,transport_ticket
clear all events on my calendar,calendar_remove
please start the vacuum cleaner,iot_cleaning
yeap it's confirmed.,general_affirm
make a grocery list please,lists_createoradd
what's my next alarm,alarm_query
what movies is out there in the local cinema,recommendation_movies
please will you explain me more on what you've said.,general_explain
please remove the doctor appointment in my calendar for february twelfth at nine am,calendar_remove
uh what does the current date happen to be,datetime_query
check and confirm my last command please.,general_confirm
olly i would like you just stop it.,general_commandstop
facebook current stock rate,qa_stock
order takeout,takeaway_order
remove my shopping list,lists_remove
play audiobook,play_audiobook
are there any shopping centers nearby,recommendation_locations
make an alarm for the morning,alarm_set
i haven't checked my facebook yet are there any updates from my close friends,social_query
locate the email to giant eagle and put it into my contact list,email_addcontact
please run this game,play_game
start bbc radio,play_radio
confirm a movie ticket at glory theater,recommendation_movies
change to blue,iot_hue_lightchange
which pubs participate in the jazz festival,recommendation_events
can you help me find the answer to this question,qa_maths
dim the lights in the hall,iot_hue_lightdim
i would like to start a new list,lists_createoradd
i need to set up a meeting with the ceo tomorrow,calendar_set
is my order ready,takeaway_query
book a taxi for tomorrow morning,transport_taxi
please tell me news related to the stock market,qa_stock
look for a radio station called rhythm on the frequency one,play_radio
when is the next lakers game,qa_factoid
i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,takeaway_order
try the last message one more time please.,general_repeat
i've got a meeting by tonight seven pm please mute the music for an hour,audio_volume_mute
i want to cook italian dishes show me some,cooking_recipe
decrease volume,audio_volume_down
list remove,lists_remove
if it is a consumer good then what is the customer feedback,general_quirky
tell me a play list,music_query
can you please play the next episode of food stuff,play_podcasts
list me the audiobooks i have already listened to,play_audiobook
add apahelp@yahoo dot com to my contacts,email_addcontact
play the next recording,play_podcasts
what is the cooking time for mashed potatoes,cooking_recipe
give me the idea of current traffic condition,transport_traffic
do i have a sales meeting today,calendar_query
i am no longer attending the wedding on the tenth so remove it from my calendar,calendar_remove
send an email to jesse,email_sendemail
could you get me some coffee,iot_coffee
would you shut off please.,general_commandstop
get rid of the wednesday list,lists_remove
what is the email address for tessa,email_querycontact
could you please yell the answer out to me,audio_volume_up
please erase the next birthday event,calendar_remove
give me a recipe for lasagne,cooking_recipe
delete everything on my calendar for the next two weeks,calendar_remove
how would you tackle the following problem brush your teeth,general_quirky
send a reply to robert for his email received today morning,email_sendemail
"s2, i was unclear about your answers.",general_explain
please delete list titled kickball,lists_remove
book a ticket for the evening train line,transport_ticket
will you tell me what you have said one more time please.,general_repeat
what time is it on the west coast,datetime_query
turn on the lights that are outdoors,iot_hue_lighton
jokes,general_joke
"hmm, i think not correct.",general_negate
stay quiet,audio_volume_mute
show me what alarm times i've set for the week,alarm_query
save email id,email_addcontact
please replay your last statement.,general_repeat
what is the most convenient hour to catch a train to york on Saturday,transport_query
tell me what is on my list,lists_query
please tell me the current date,datetime_query
i need to turn on the plug in my office for my computer,iot_wemo_on
keep playing war and peace,play_audiobook
i have a complaint,social_post
"oh no, you've done the task wrong.",general_negate
refresh the inbox and update about any unread mails,email_query
fantastic response to the command.,general_affirm
yeap you've gotten that correcly.,general_affirm
this is unimportant.,general_dontcare
social media updates,social_query
alter lunch event to repeat every friday,calendar_set
draft an email to kailey about work later,email_sendemail
what's the famous monty python joke about the bird,general_joke
how does the dollar compare to the pound,qa_currency
what events are this week,calendar_query
get me some radio music from kamp fm,play_radio
start my jazz playlist,play_music
check the news,news_query
say again.,general_repeat
please could you replay.,general_repeat
book a train ticket for tomorrow going to new york,transport_ticket
find me a recipe for chicken noodle soup,cooking_recipe
turn room lights off now,iot_hue_lightoff
can the lights be changed to green,iot_hue_lightchange
what day is easter,datetime_query
lights out,iot_hue_lighton
please check alarms,alarm_query
call a taxi to pick me up right now,transport_taxi
look up the definition to ambulance,qa_definition
do i need a sweater today,weather_query
dea guam prescription drug abuse on the rise,news_query
i need to get going at eight am tomorrow set up an alarm thirty minutes before that,alarm_set
did you get the last thing i said correctly?,general_confirm
please make the lights blue,iot_hue_lightchange
remove the alarm,alarm_remove
make the ceiling lights brighter,iot_hue_lightup
remove that item,lists_remove
i want the time for another city outside us,datetime_query
cancel all my appointments,calendar_remove
do i have any get togethers this week,calendar_query
how tall is roraima mount,qa_factoid
put the current song on repeat,music_settings
i want to turn on the robot vacuum cleaner,iot_cleaning
increase the brightness of the light it is hard to see down here,iot_hue_lightup
please explain the rice recipe,cooking_recipe
did bert write me today,email_query
turn the lights on,iot_hue_lighton
is mary's birthday party tonight,calendar_query
how was the weather this week,weather_query
select a different color for the lights,iot_hue_lightchange
delete my appointment tomorrow,calendar_remove
when is the next septa train to philadelphia,transport_query
start brewing please,iot_coffee
could you please recommend a mexican restaurant for take out,takeaway_query
turn off my room lights,iot_hue_lightoff
what's the most popular curry place in town,recommendation_locations
"s2, i don't get your words.",general_explain
how much snow has fallen in maine since yesterday,weather_query
best restaurant in local area,recommendation_locations
do i have any mail,email_query
what's my next appointment,calendar_query
headlines from dhaka tribune,news_query
replace the current light colours in the house with dark ones,iot_hue_lightchange
are there any backups on route eighty today,transport_traffic
open lists remove list,lists_remove
one plus two equal,qa_maths
list all the nearby shops,recommendation_locations
check the status of my pizza hut order please,takeaway_query
in every three hours give me my facebook update,social_query
what do i have on my shopping list,lists_query
which route has less traffic today,transport_traffic
that's wrong.,general_negate
buy me today train ticket to city leeds,transport_ticket
please start joe rogan podcast please,play_podcasts
i want to listen to a new podcast on healthcare,play_podcasts
olly please could you shut down.,general_commandstop
what are my reminders for this week,calendar_query
please check my gmail for new mail,email_query
please add dinner with mary to my calendar on saturday,calendar_set
it must be mistake.,general_negate
tell me what is in your list,lists_query
could you open my list app and check for groceries please,lists_query
can you please switch off the lights,iot_hue_lightoff
turn off the living room lights,iot_hue_lightoff
let me see my alarms,alarm_query
what is the song name,music_query
please remove the appointment which i have made with mrjim,calendar_remove
please begin clash of clans,play_game
can you backward an episode in the podcast,play_podcasts
any traffic issues today,transport_traffic
call china wok,takeaway_order
remove all the events in my calendar,calendar_remove
color of light should be dimmed bright,iot_hue_lightdim
make an order for noodles one pack make it as takeaway order,takeaway_order
show me a spaghetti recipe,cooking_recipe
book uber for tonight at seven pm,transport_taxi
what is the current day month and year,datetime_query
best rap music,play_music
please check my coming up events,calendar_query
connect to lights,iot_hue_lightup
what's happening in my social media,social_query
what's the time in this time zone,datetime_query
book taxi to new york city,transport_taxi
"uhh no, i did not say this.",general_negate
how many kilograms is two hundred and ten pounds,qa_factoid
what's trending on social media,social_query
book a train ticket for an eight am ride to charleston west virginia,transport_ticket
was this song in the top twenty,music_query
what is starbuck's stock worth,qa_stock
let me know about the exchange rate of rupee to dirham,qa_currency
please turn on my door lock,iot_wemo_on
please tell me once more.,general_repeat
start robot cleaner,iot_cleaning
send a birthday email to my boss,email_sendemail
i would like to receive updates about the stock market every day,qa_stock
please change the color of my lights surprise me,iot_hue_lightchange
what are new drama movies opening this weekend,recommendation_movies
please open audible app and resume play,play_audiobook
can you order me a pizza today from dominos,takeaway_order
what are good movies playing now,recommendation_movies
find gluten free bakery near me,recommendation_locations
what's going on at the capitol,news_query
can you please shut up.,general_commandstop
program coffee machine to brew coffee in two minutes,iot_coffee
can i find out information about a contact,email_querycontact
open the two towers and play,play_audiobook
i think that's not correct answer.,general_negate
please play michael jackson album,play_music
delete list,lists_remove
find me a train ticket for the next trip to washington dc,transport_query
how long will it take me to get to the west side,transport_traffic
show me the date of today,datetime_query
clear all data from calendar,calendar_remove
can you put this on facebook,social_post
i need some coffee made,iot_coffee
what's euro u. s. d. right now,qa_currency
give me options for indian carryout under dollars,takeaway_order
play country music,play_music
what part of the world is the safest,qa_factoid
where is a theatre in my area,recommendation_locations
tell me something funny,general_joke
what will the weather be for the next week,weather_query
i am busy tomorrow so delete all calendar events,calendar_remove
free home delivery,takeaway_order
i am in need of a taxi right now,transport_taxi
please add an item in my calendar,lists_createoradd
make the lights in the house red,iot_hue_lightchange
whatever is okay with me.,general_dontcare
i need a taxi for tomorrow at seven pm to the arena,transport_taxi
what's the recipe for fish soup,cooking_recipe
how many rupies are in a dollar,qa_currency
play podcast episode new,play_podcasts
change lights to pink,iot_hue_lightchange
attenuate the lights,iot_hue_lightdim
up the brightness on these lights,iot_hue_lightup
what should i wear is it cold outside,weather_query
turn up the volume on the music,audio_volume_up
listen carefully that is not correct.,general_negate
post a new status on facebook saying that i am enjoying the nice weather,social_post
please tell em the list of trains to chicago via california,transport_query
can i have stock rate list of ola and uber,qa_stock
"no, i think that's not the right response.",general_negate
set my alarm for time,alarm_set
how old is christie brinkley,qa_factoid
all lights has to be turned off during the day,iot_hue_lightoff
if you put a velociraptor and a hippo together what would happen,general_quirky
your answer is not clear.,general_explain
set lights brightness higher,iot_hue_lightup
tell me how to get from here to the chimes in covington,transport_query
do i have meeting with steve this week,calendar_query
lower the volume ten percent,audio_volume_down
add detergent to the list of things i need to buy,lists_createoradd
could you please check and confirm the detail.,general_confirm
did i get an email from sarah,email_query
i would like to solve maths issues,general_quirky
which film the music comes from what is the name of the music,music_query
how do i cook a meatloaf,cooking_recipe
please turn the lights off,iot_hue_lightoff
why are whales big,qa_factoid
where is a good place to eat cheap pakistani food,recommendation_locations
can you begin the brew,iot_coffee
can you start the roomba,iot_cleaning
your understanding is confirmed.,general_affirm
please turn off my alarm for this evening,alarm_remove
please stop for a bit,audio_volume_mute
save my opinion on the currently playing song,music_likeness
set the speakers to mute,audio_volume_mute
what is happening in delhi today,recommendation_events
do i need pants,weather_query
display recent email from john,email_query
yes answer was amazing.,general_affirm
"s1, can you please explain more on what you've said to me.",general_explain
clear everything from the calendar,calendar_remove
traffic congestion issues,transport_traffic
play only particular singer songs,music_settings
what is telekenesis,qa_definition
give me the news,news_query
delete an item,lists_remove
repeat all,music_settings
can you set my coffee machine to make me coffee at four pm time,iot_coffee
send reply thank you so much mom to mom,email_sendemail
call vikki,email_querycontact
go to setting,iot_hue_lightchange
tweet i am doing well on twitter,social_post
remove cheese from my list,lists_remove
can you please book train tickets for two for this friday,transport_ticket
can you please create a list for me,lists_createoradd
i have no idea for which to choose.,general_dontcare
what does settle mean,qa_definition
i like you to confirm question please.,general_confirm
book me a train ticket to barcelona please,transport_ticket
mute your android phone when you arrive at work,iot_wemo_off
will you please show me my lists,lists_query
could you please have uber be at my house in fifteen minutes,transport_taxi
i would like my to write original romantic messages for my wife,general_quirky
write a tweet telling macy's that they should be shutting down instead of jcpenney,social_post
set an alarm for seven am,alarm_set
tell me if there are any events from three to five,calendar_query
"nope, it's not the correct command.",general_negate
let's play space invaders together,play_game
what does the clock say,datetime_query
how long will it take me to drive to work today,transport_traffic
i love kfi so much he's by far my favorite,music_likeness
"have no idea regarding to which to select, olly.",general_dontcare
